% amp_lsp amp_dsnr delta_heff veg_correction slope_correction
  0.8336   0.7436   0.0415 -23.8556   0.2498
  0.3648   0.1808   0.5698 -162.5882   0.5967
  0.6830   0.7127  -0.0297 -12.7897   0.3012
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7491   0.5936   0.0653 -49.5093   0.3433
  0.7622   0.5767   0.0772 -51.2926   0.4687
  0.4210   0.2647   0.0950 -127.6131   0.6598
  0.6141   0.3054   0.1484 -84.6332   0.9658
  0.8558   0.7748   0.0356 -21.0188   0.2338
  0.7519   0.5958   0.0712 -41.8621   0.4945
  0.3906   0.1680   0.6885 -140.3034   0.4020
  0.5981   0.5374   0.0415 -34.8329   0.6779
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7854   0.6592   0.0594 -33.8595   0.3499
  0.8271   0.7180   0.0475 -29.5646   0.2676
  0.5168   0.3213   0.0950 -115.9954   0.4726
  0.7235   0.5289   0.0890 -53.5061   0.5742
  0.6253   0.2829   0.1543 -95.9091   1.0059
  0.3877   0.2379   0.0950 -148.6877   0.5598
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0259   1.0298   0.0000   7.1605  -0.3556
  0.5590   0.0518   0.2077 -94.6279   1.5551
  0.7025   0.5141   0.0831 -66.3629   0.4201
  0.5102   0.2760   0.1068 -145.5246   0.2243
  0.6872   0.4964   0.0831 -73.1158   0.4083
  0.5791   0.3591   0.1424 -55.6687   1.0291
  0.7991   0.7929   0.0059 -15.9759   0.3280
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6671   0.5021   0.0950 -45.1819   0.7530
  0.6284   0.4404   0.0831 -82.1794   0.4280
  0.8277   0.7291   0.0475 -26.8799   0.2494
  0.7440   0.7587  -0.0119 -15.3844   0.3408
  0.4998   0.3113   0.0950 -123.8009   0.4932
  0.9132   0.9056   0.0059  -6.2334   0.1494
  0.5445   0.3541   0.0890 -105.4039   0.5113
  0.6060   0.3159   0.1246 -107.3995   0.7352
  0.5076   0.3225   0.0950 -108.7817   0.5918
  0.6318   0.6625  -0.0356 -10.2616   0.1564
  0.8292   0.8381  -0.0059 -11.8048   0.2775
  0.4751   0.1544   0.5995 -171.0379  -0.4401
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6064   0.4147   0.0890 -89.7732   0.4382
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6580   0.1903   0.1899 -126.3465   1.2117
  0.6102   0.5031   0.0712 -39.0142   0.7486
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8026   0.8223  -0.0119  -9.9439   0.2841
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7247   0.5669   0.0772 -43.6248   0.5750
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7174   0.5818   0.0712 -38.8536   0.5640
  1.0297   1.0294   0.0000   4.7114   0.1356
  1.0064   1.0058   0.0000   0.6913   0.0740
  1.0626   1.0601   0.0059   4.1548   0.1141
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6987   0.5346   0.0831 -46.0723   0.5881
  0.8977   0.9100  -0.0059  -4.0366   0.1706
  0.7329   0.5560   0.0772 -50.5306   0.4647
  0.7846   0.6955   0.0475 -26.6546   0.3957
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6262   0.4507   0.0772 -74.1115   0.4133
  0.5657   0.3702   0.0950 -99.0499   0.4523
  0.8477   0.8696  -0.0119   0.6992  -0.0457
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8262   0.7607   0.0356 -19.8737   0.3010
  0.4850   0.3078   0.0950 -121.6633   0.5114
  0.9081   0.9053   0.0059  -6.0794   0.1505
  0.6044   0.4138   0.0831 -88.6027   0.4573
  0.6116   0.5752   0.0237 -28.0944   0.5957
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7697   0.7139   0.0297 -22.4224   0.4271
  0.8565   0.8765  -0.0119  -1.4611   0.1796
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6181   0.3387   0.1187 -100.7725   0.7053
  0.4022   0.2516   0.1068 -117.9973   0.7303
  0.8214   0.7998   0.0119 -14.4666   0.3070
  0.6975   0.5079   0.0890 -54.2371   0.5447
  0.7713   0.7811  -0.0059 -16.0604   0.3419
  0.6838   0.5148   0.0890 -46.8563   0.6704
  0.4614   0.4570   0.0059 -35.3558   0.7384
  0.9566   0.9530   0.0059  -3.1936   0.0798
  0.6777   0.4584   0.1128 -56.5505   0.7940
  0.7284   0.6189   0.0594 -32.2678   0.4772
  0.9534   0.9618   0.0000   2.2493   0.1645
  0.6262   0.4388   0.0831 -81.9520   0.4405
  0.7716   0.6411   0.0653 -35.9942   0.4661
  0.7037   0.4834   0.0950 -67.7372   0.5506
  0.6261   0.4338   0.0890 -71.2862   0.4769
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6818   0.5046   0.0831 -50.2544   0.5783
  0.9940   0.9950   0.0000  -0.0232   0.0552
  0.9188   0.9011   0.0119  -7.0895   0.1429
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7675   0.6752   0.0475 -28.0480   0.4333
  0.7245   0.7530  -0.0237 -11.3617   0.3084
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7096   0.5266   0.0772 -63.3409   0.4071
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6974   0.4869   0.0890 -69.9261   0.4973
  0.6816   0.4523   0.0950 -74.8389   0.5602
  0.7318   0.6752   0.0356 -23.3514   0.4669
  0.4095   0.2664   0.0950 -112.0097   0.6346
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8675   0.8277   0.0237 -13.1964   0.2215
  0.7322   0.6908   0.0237 -24.7144   0.4692
  0.6863   0.5113   0.0772 -65.0270   0.3846
  0.8789   0.8933  -0.0059  -5.0002   0.1980
  0.7671   0.7201   0.0297 -20.9699   0.4151
  0.7311   0.5721   0.0712 -51.7998   0.3600
  0.7196   0.5281   0.0831 -57.0583   0.4865
  0.7993   0.7461   0.0297 -21.3179   0.3932
  0.7254   0.5511   0.0712 -60.1348   0.3725
  0.8839   0.8915  -0.0059  -6.4438   0.1772
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7797   0.6622   0.0534 -31.5693   0.4035
  0.3942   0.1495   0.7063 -140.4846   0.3030
  0.7332   0.5395   0.0831 -52.8091   0.5568
  0.7381   0.5709   0.0712 -54.0815   0.3735
  0.9636   0.9529   0.0059  -3.9788   0.0705
  0.6941   0.5769   0.0653 -36.1832   0.6260
  0.7303   0.7511  -0.0178 -15.3761   0.3519
  0.9474   0.9523   0.0000  -4.0559   0.1308
  0.5306   0.2937   0.1068 -156.9579   0.1651
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8215   0.8442  -0.0119  -7.2449   0.2893
  0.7448   0.5826   0.0712 -51.9088   0.3620
  0.6826   0.4938   0.0831 -73.0540   0.4049
  0.7910   0.7284   0.0356 -22.7177   0.4073
  0.9375   0.9477  -0.0059   1.3367   0.1674
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6436   0.3238   0.1543 -70.8456   1.0516
  0.7334   0.5919   0.0712 -38.9001   0.4868
  0.6270   0.3897   0.1009 -95.0847   0.5360
  0.9628   0.9690   0.0000   0.8524   0.1806
  0.8799   0.8984  -0.0119  -0.3479   0.2059
  0.7762   0.6251   0.0653 -40.3031   0.4076
  0.5978   0.4954   0.0712 -41.1670   0.7672
  0.7455   0.7683  -0.0178 -14.8327   0.3571
  0.7407   0.5809   0.0653 -52.2532   0.3482
  0.6001   0.4664   0.0890 -44.3797   0.8237
  0.8268   0.7284   0.0475 -25.5226   0.2945
  0.6490   0.4842   0.0950 -46.0273   0.8025
  0.3227   0.2114   0.1306 -128.9654   0.7765
  0.7667   0.6999   0.0356 -24.6268   0.4491
  0.9071   0.9148   0.0000  -4.6686   0.1427
  0.6408   0.6665  -0.0237 -19.5773   0.4033
  0.8204   0.7438   0.0415 -21.6924   0.3068
  0.5127   0.1994   0.1959 -67.5840   1.3067
  0.5631   0.3761   0.1306 -52.3906   0.9872
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7107   0.5318   0.0772 -65.2770   0.3798
  1.0578   1.0550   0.0059   5.0153   0.1496
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7161   0.5397   0.0772 -62.7315   0.3762
  0.9102   0.8812   0.0178  -9.3130   0.1500
  0.6650   0.5948   0.0415 -32.1616   0.6057
  0.9312   0.9419  -0.0059  -2.3115   0.1931
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7346   0.5713   0.0772 -44.3696   0.4880
  0.6802   0.4729   0.0950 -62.7114   0.5598
  0.7573   0.6113   0.0653 -45.6402   0.3262
  0.6836   0.2128   0.1840 -128.8132   1.1852
  0.9834   0.9725   0.0059  -3.1260   0.0322
  0.8475   0.8088   0.0237 -14.3903   0.2701
  0.7714   0.6680   0.0534 -29.7349   0.4190
  0.7449   0.5716   0.0772 -46.5828   0.5353
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7332   0.5667   0.0772 -45.3351   0.5428
  0.4816   0.1436   0.6707 -155.9899  -0.5876
  0.6682   0.4787   0.0831 -76.3845   0.4094
  0.8838   0.8977  -0.0059  -4.7951   0.1930
  0.7225   0.5988   0.0653 -35.6028   0.4993
  0.7317   0.5620   0.0712 -58.1059   0.3606
  0.6880   0.4856   0.0890 -72.2999   0.4592
  0.3458   0.2258   0.0831 -147.7607   0.5829
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.5206   0.2825   0.1068 -131.5403   0.4073
  0.6749   0.6850  -0.0059 -22.3951   0.4331
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.5626   0.3756   0.0890 -96.2401   0.4853
  0.7883   0.6539   0.0594 -38.0377   0.3248
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6351   0.2436   0.1662 -118.6102   1.0460
  0.6292   0.5499   0.0534 -36.4840   0.6763
  0.6291   0.6141   0.0119 -26.9365   0.5333
  1.0104   1.0100   0.0000   0.8973   0.0535
  0.8715   0.8034   0.0297 -18.0292   0.1859
  0.6767   0.5170   0.0890 -44.1233   0.7206
  0.9519   0.9568   0.0000  -2.2948   0.0842
  0.9330   0.9080   0.0119  -7.3258   0.1100
  0.8158   0.7857   0.0178 -16.6314   0.3352
  0.2952   0.2113   0.0950 -133.2069   0.6907
  0.4495   0.4695  -0.0297 -37.0398   0.6462
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.4079   0.3951   0.0297 -44.1208   0.8597
  0.6702   0.4831   0.0831 -72.0709   0.4131
  0.5733   0.4018   0.1187 -49.8079   0.9390
  0.7604   0.7886  -0.0237  -5.3653   0.1599
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7025   0.5181   0.0772 -68.0190   0.3923
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8434   0.7605   0.0415 -21.5895   0.2673
  0.9636   0.9551   0.0059  -3.6032   0.0734
  0.6639   0.4756   0.0831 -74.8220   0.4116
  0.5360   0.4048   0.1068 -48.4235   0.9199
  0.5174   0.3352   0.0890 -110.4299   0.4942
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7938   0.6674   0.0594 -34.2708   0.3338
  0.7410   0.6941   0.0297 -23.4242   0.4580
  0.8663   0.7960   0.0356 -18.7035   0.1920
  0.8234   0.8321  -0.0059 -12.8176   0.2933
  0.5330   0.1964   0.1959 -66.7484   1.3092
  0.7131   0.5374   0.0712 -62.8968   0.3743
  0.8906   0.9062  -0.0059  -2.4240   0.2059
  0.8016   0.8261  -0.0178  -6.5384   0.2663
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9687   0.9614   0.0059  -3.0295   0.0615
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9881   0.9901   0.0000  -0.2930   0.0730
  0.9073   0.9078   0.0000  -7.4937   0.1802
  0.6276   0.2207   0.1840 -73.6626   1.3011
  0.6710   0.4907   0.0772 -69.4017   0.3974
  0.5644   0.3657   0.0950 -104.4873   0.4587
  1.0169   1.0192   0.0000   5.5482   0.0707
  0.6762   0.4967   0.0831 -62.5245   0.4300
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.5814   0.5880  -0.0059 -30.3242   0.5449
  0.7843   0.6884   0.0475 -27.7152   0.3940
  0.9931   0.9942   0.0000   0.2176   0.0464
  0.8806   0.8207   0.0297 -15.7256   0.1812
  0.6265   0.3739   0.1365 -57.3730   0.9829
  0.7088   0.4914   0.0890 -68.8041   0.5234
  0.5182   0.2862   0.1009 -141.7313   0.3596
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8318   0.7984   0.0178 -14.9983   0.3042
  0.5688   0.3366   0.1009 -107.4125   0.5192
  0.6969   0.5122   0.0772 -65.7415   0.4114
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9936   0.9824   0.0059  -3.3566   0.0317
  1.0494   1.0494   0.0000   6.7138  -0.0089
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6248   0.3789   0.1068 -96.3698   0.5594
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7724   0.6192   0.0653 -47.9362   0.3257
  0.9122   0.8707   0.0237 -11.0710   0.1363
  0.7727   0.6464   0.0594 -33.7178   0.3699
  0.6171   0.2056   0.1781 -121.6551   1.1090
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8333   0.8538  -0.0119  -5.6232   0.2376
  0.7330   0.0731   0.2018 -162.3414   1.5914
  0.6765   0.4353   0.1009 -74.7183   0.6317
  0.7623   0.6014   0.0712 -43.8296   0.4291
  0.8013   0.7649   0.0237 -19.1409   0.3711
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0010   1.0007   0.0000   0.4149   0.0555
  0.4876   0.4629   0.0297 -38.5530   0.7587
  0.6440   0.4470   0.0890 -83.4473   0.4304
  0.8843   0.8444   0.0237 -12.7495   0.1999
  0.7626   0.5899   0.0772 -46.3150   0.4676
  0.7418   0.7594  -0.0119 -16.1635   0.3565
  0.8854   0.9026  -0.0059   1.4795   0.0483
  0.6973   0.5360   0.0712 -56.7426   0.3638
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9870   0.9887   0.0000  -0.4995   0.0308
  0.8167   0.6942   0.0534 -34.8733   0.2718
  0.9361   0.9308   0.0059  -4.5654   0.1122
  0.9430   0.9151   0.0178  -7.5353   0.0817
  0.6215   0.4357   0.0831 -78.0936   0.4256
  0.7751   0.6301   0.0653 -38.5956   0.4648
  0.7428   0.6017   0.0712 -39.3812   0.5287
  0.9233   0.9362  -0.0059   1.1308   0.2233
  0.4582   0.3013   0.0890 -107.0592   0.5317
  0.4021   0.3716   0.0712 -44.8273   0.9159
  0.8341   0.7432   0.0415 -24.5086   0.2362
  0.8620   0.8377   0.0119 -12.1210   0.2534
  0.7131   0.5579   0.0772 -42.8935   0.5075
  0.6934   0.4748   0.0950 -67.8886   0.5522
  0.7492   0.5932   0.0712 -46.7827   0.3776
  0.7652   0.7883  -0.0178  -9.8022   0.2775
  0.5671   0.3719   0.0890 -102.4629   0.4945
  0.8131   0.7012   0.0475 -31.3756   0.2631
  0.9628   0.9682   0.0000  -1.1471   0.0910
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6570   0.4664   0.0831 -75.5024   0.4232
  0.7534   0.5908   0.0712 -44.6824   0.4363
  0.6462   0.3770   0.1246 -79.5159   0.8065
  0.5975   0.4059   0.0890 -87.8906   0.4370
  0.7051   0.5037   0.0890 -61.3688   0.5120
  0.9920   0.9954   0.0000   3.6359   0.1676
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6256   0.3839   0.1365 -55.7657   0.9849
  0.5098   0.3216   0.0950 -111.5610   0.4614
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.5408   0.2949   0.1068 -129.8387   0.4346
  0.8543   0.8607  -0.0059  -9.1126   0.2250
  0.7736   0.6853   0.0475 -27.0604   0.4199
  0.6129   0.4166   0.0890 -91.2477   0.4379
  0.6137   0.2818   0.1721 -64.2487   1.1728
  0.3880   0.2436   0.0890 -142.2488   0.5395
  0.7373   0.5626   0.0712 -59.2950   0.3691
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6572   0.4508   0.1068 -55.9682   0.7612
  0.8012   0.7242   0.0415 -23.9695   0.3721
  0.5590   0.0250   0.2018 -119.9190   1.5923
  0.6326   0.3084   0.1543 -75.0399   1.0496
  0.6486   0.4522   0.1068 -51.1823   0.8100
  0.9282   0.9069   0.0119  -7.0975   0.1194
  0.3947   0.3078   0.1721 -47.1000   1.0351
  0.9441   0.9355   0.0059  -4.4778   0.1030
  0.6423   0.3479   0.1306 -85.3559   0.8774
  0.9077   0.8849   0.0119  -8.4966   0.1605
  0.4974   0.5223  -0.0356 -23.8930   0.5121
  0.8601   0.7867   0.0356 -19.2047   0.2170
  0.8079   0.7483   0.0297 -21.2109   0.3756
  0.7073   0.5286   0.0772 -55.5204   0.4492
  0.6447   0.1831   0.1959 -77.3715   1.3369
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7246   0.5952   0.0653 -37.3909   0.5761
  0.7725   0.8004  -0.0178  -6.9349   0.2576
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.5513   0.3585   0.0950 -100.4989   0.5513
  0.9847   0.9868   0.0000  -0.8677   0.0456
  0.9974   0.9977   0.0000  -0.2257   0.0123
  0.6500   0.4510   0.0890 -77.9549   0.4514
  0.7572   0.6037   0.0653 -44.6670   0.3780
  0.6764   0.5161   0.0890 -44.7392   0.7514
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7943   0.6639   0.0534 -38.2152   0.2901
  0.4605   0.2646   0.0950 -158.8332   0.0775
  0.7014   0.6217   0.0475 -28.2073   0.5373
  0.9742   0.9783   0.0000  -0.5649   0.0891
  0.9885   0.9903   0.0000   0.2390   0.0953
  0.7384   0.5984   0.0712 -39.3253   0.5712
  0.7170   0.5495   0.0712 -55.8046   0.3809
  0.9546   0.9456   0.0059  -3.8163   0.0820
  0.7778   0.7555   0.0119 -20.3548   0.3884
  0.9220   0.9164   0.0059  -5.5941   0.1358
  0.7560   0.6018   0.0653 -49.5158   0.3316
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7631   0.7044   0.0356 -22.7234   0.4329
  0.3319   0.3477  -0.0712 -35.5284   0.7382
  0.6111   0.3681   0.1068 -82.5398   0.6497
  0.7489   0.5885   0.0712 -47.8485   0.3891
  0.9653   0.9540   0.0059  -4.1993   0.0717
  0.8198   0.7068   0.0534 -29.1298   0.3305
  0.6782   0.4402   0.1009 -74.0196   0.6165
  0.6301   0.4048   0.1128 -64.0679   0.7758
  0.4872   0.4902   0.0000 -37.6072   0.6778
  0.5335   0.5630  -0.0475 -16.5718   0.2676
  0.9625   0.9655   0.0000  -4.2588   0.1283
  0.8470   0.8203   0.0178 -14.0430   0.2862
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6999   0.5819   0.0653 -35.7635   0.6014
  0.6556   0.4708   0.1009 -50.5199   0.7406
  0.6934   0.6892   0.0000 -21.6051   0.4328
  0.3365   0.1938   0.6944 -137.2357   0.6803
  0.7862   0.8069  -0.0119 -10.5012   0.2899
  0.6411   0.6468  -0.0059 -24.0162   0.4696
  0.6374   0.4147   0.0950 -89.8404   0.5005
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8002   0.6561   0.0594 -40.8313   0.3297
  0.7457   0.5799   0.0712 -50.9123   0.3882
  0.8602   0.8793  -0.0119  -4.5174   0.2521
  0.4926   0.2749   0.1009 -139.0011   0.4275
  0.9492   0.9573   0.0000   0.3852   0.1649
  0.7025   0.5472   0.0772 -43.6904   0.5917
  0.6430   0.2926   0.1603 -89.0393   1.0466
  0.9955   0.9962   0.0000   0.4595   0.0749
  0.9230   0.9092   0.0059  -6.2613   0.1368
  0.8231   0.7434   0.0415 -22.6083   0.3148
  0.8354   0.8386   0.0000 -11.7906   0.2662
  0.7736   0.7728   0.0000 -18.7935   0.3668
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8033   0.6922   0.0534 -29.3511   0.3185
  0.6424   0.5757   0.0415 -35.2475   0.6362
  0.7967   0.7056   0.0475 -26.6985   0.3815
  0.9225   0.9344  -0.0059   0.4168   0.1741
  0.7075   0.5135   0.0831 -60.1697   0.4828
  0.4760   0.2691   0.0950 -154.4442   0.3029
  0.7805   0.6414   0.0653 -36.5695   0.4016
  0.7890   0.6680   0.0534 -32.4324   0.3349
  0.6553   0.4325   0.0950 -85.5575   0.5029
  0.8099   0.7459   0.0356 -20.6605   0.3372
  0.8861   0.8242   0.0297 -16.2273   0.1810
  0.8420   0.7918   0.0297 -16.9639   0.2852
  0.5489   0.3597   0.0890 -104.5862   0.4626
  0.8889   0.8367   0.0237 -13.9733   0.1863
  0.6551   0.4512   0.0890 -75.8202   0.4753
  0.6242   0.3245   0.1543 -66.8448   1.0368
  0.7768   0.6253   0.0653 -47.2658   0.3207
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9731   0.9738   0.0000  -1.6296   0.0479
  0.7826   0.6632   0.0534 -31.5889   0.3929
  0.7933   0.6501   0.0594 -38.7845   0.3606
  0.6405   0.3669   0.1246 -82.3411   0.8088
  0.6011   0.4104   0.0890 -88.7207   0.4728
  0.3155   0.2005   0.6707 -150.0966   0.6549
  0.7540   0.7096   0.0237 -22.3390   0.4375
  0.7336   0.5495   0.0772 -52.3935   0.4817
  0.7287   0.6356   0.0534 -30.0453   0.5196
  0.8851   0.8651   0.0119  -9.6930   0.2078
  0.8023   0.8256  -0.0178  -7.0895   0.2622
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6633   0.6921  -0.0297 -14.3082   0.3230
  0.7166   0.5350   0.0772 -64.7900   0.3853
  0.7827   0.6301   0.0653 -40.8524   0.3988
  0.8897   0.8822   0.0059  -8.4828   0.1945
  0.8300   0.8461  -0.0119  -9.4641   0.2674
  0.8233   0.8275   0.0000 -11.5669   0.2656
  0.7847   0.6438   0.0594 -40.6732   0.3288
  0.9283   0.8955   0.0178  -8.8165   0.1081
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6373   0.3628   0.1187 -93.8093   0.7066
  0.6934   0.5676   0.0712 -37.8835   0.6445
  0.8544   0.7783   0.0356 -19.8945   0.2243
  0.6042   0.3826   0.0950 -100.0474   0.4922
  0.7540   0.7277   0.0178 -20.8373   0.4115
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7173   0.5251   0.0831 -61.2489   0.4567
  0.5935   0.3179   0.1603 -59.0120   1.1019
  0.7370   0.5438   0.0831 -57.6435   0.4710
  0.6019   0.3420   0.1306 -73.1610   0.8768
  0.8728   0.8408   0.0178 -11.6342   0.2168
  0.6204   0.2854   0.1424 -113.8811   0.8892
  0.7474   0.1483   0.2018 -163.6849   1.3316
  0.5635   0.3642   0.0950 -95.4635   0.4658
  0.7251   0.7534  -0.0237 -10.9900   0.2995
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7783   0.6427   0.0594 -35.4847   0.4096
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.3863   0.2158   0.5045 -169.3594   0.4660
  0.7403   0.6830   0.0297 -27.4687   0.4940
  0.6794   0.6929  -0.0119 -22.6320   0.4317
  0.7997   0.7336   0.0356 -22.0106   0.3737
  0.7324   0.5557   0.0772 -59.4358   0.3838
  0.8655   0.8017   0.0297 -16.9829   0.2264
  0.7554   0.5800   0.0712 -56.0103   0.3803
  0.6512   0.3869   0.1068 -91.8202   0.6362
  0.7476   0.7054   0.0237 -21.8364   0.4373
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8027   0.6974   0.0475 -27.8514   0.3056
  0.9701   0.9666   0.0059  -2.8512   0.0675
  0.6306   0.4898   0.0890 -41.9545   0.7681
  0.7491   0.6332   0.0594 -32.6742   0.4463
  0.7230   0.5383   0.0831 -50.6776   0.5509
  0.8147   0.8374  -0.0119  -6.8483   0.2670
  0.7862   0.8047  -0.0119 -10.9410   0.2864
  0.7783   0.6395   0.0653 -36.6152   0.4330
  0.7310   0.5491   0.0831 -49.4964   0.5504
  0.6739   0.4647   0.1009 -58.8753   0.6896
  0.6339   0.2628   0.1721 -70.5646   1.2351
  0.7494   0.6290   0.0594 -34.8378   0.5132
  0.5310   0.5214   0.0119 -38.0385   0.6550
  0.7573   0.7717  -0.0119 -14.6211   0.3293
  0.8340   0.7357   0.0475 -25.4626   0.2852
  0.5082   0.3388   0.0890 -99.4271   0.4523
  0.7888   0.6924   0.0475 -26.7093   0.3666
  0.6491   0.4009   0.1128 -75.4002   0.7246
  0.8941   0.9103  -0.0059  -1.1266   0.2332
  0.9703   0.9582   0.0059  -3.6917   0.0540
  0.7257   0.5494   0.0712 -60.7811   0.3772
  0.6539   0.4973   0.0890 -44.6124   0.6915
  0.5308   0.3457   0.0890 -107.2811   0.4923
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7093   0.1821   0.1959 -136.5555   1.2784
  0.6458   0.6419   0.0000 -26.6198   0.4963
  0.9223   0.9034   0.0119  -7.1623   0.1364
  0.6855   0.4543   0.0950 -72.1900   0.5862
  0.5197   0.4281   0.0831 -45.8549   0.8647
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9480   0.9565   0.0000   1.3344   0.1395
  0.6515   0.3058   0.1603 -76.5577   1.0833
  0.7744   0.1418   0.2018 -159.3175   1.4147
