% amp_lsp amp_dsnr delta_heff veg_correction slope_correction
  0.7969   0.6735   0.0594 -32.1391   0.3726
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.5685   0.2846   0.1246 -124.4450   0.6222
  0.9456   0.9541   0.0000  -2.1018   0.1518
  1.0257   1.0247   0.0000   2.8680   0.1257
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9304   0.9223   0.0059  -5.5322   0.1293
  0.7446   0.1372   0.2018 -136.6543   1.4312
  0.7346   0.5601   0.0712 -57.2295   0.3865
  0.5469   0.3571   0.0890 -102.3569   0.5221
  0.6302   0.2205   0.1781 -106.9059   1.1524
  0.8718   0.8439   0.0178 -11.8039   0.2363
  0.8035   0.7425   0.0297 -22.6188   0.4004
  0.6598   0.4621   0.0890 -68.4722   0.4863
  0.5542   0.4427   0.0890 -46.4330   0.8543
  0.8309   0.7370   0.0415 -24.3702   0.3016
  0.7884   0.6523   0.0594 -39.9130   0.3079
  0.7860   0.6262   0.0653 -44.9597   0.3778
  0.7330   0.5622   0.0712 -57.2481   0.3697
  0.7211   0.5484   0.0772 -52.0812   0.4383
  0.6390   0.5115   0.0772 -40.2934   0.7398
  0.5379   0.4923   0.0415 -39.8153   0.7357
  0.9276   0.9405  -0.0059   2.6677   0.1237
  0.6020   0.4365   0.1068 -45.6302   0.8502
  0.9286   0.9371   0.0000  -2.9159   0.1215
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7776   0.6374   0.0653 -37.0474   0.3986
  0.7430   0.6251   0.0594 -34.6486   0.5347
  0.9325   0.9412   0.0000  -2.6308   0.1263
  0.7312   0.6512   0.0475 -27.3951   0.4978
  0.7278   0.5733   0.0712 -45.9748   0.4005
  0.7781   0.6354   0.0653 -38.5330   0.3821
  0.8882   0.8621   0.0178  -9.9494   0.1921
  0.6534   0.5744   0.0475 -34.3399   0.6396
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9640   0.9720   0.0000   3.5929   0.1464
  0.7944   0.6555   0.0594 -39.3012   0.3268
  0.7755   0.6447   0.0594 -35.8374   0.4625
  0.6818   0.4932   0.0950 -50.7066   0.7209
  0.7044   0.5707   0.0712 -38.6983   0.6061
  0.8045   0.6875   0.0534 -30.3159   0.3467
  0.6156   0.3751   0.1009 -92.5301   0.5637
  0.6831   0.5071   0.0772 -61.9893   0.4094
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8100   0.6830   0.0534 -36.3753   0.2814
  0.8493   0.7856   0.0297 -17.8970   0.2554
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8256   0.7313   0.0475 -24.5993   0.3023
  0.9472   0.9103   0.0178  -9.9746   0.1083
  0.6370   0.4514   0.0831 -76.2886   0.4184
  1.0045   1.0044   0.0000   0.8331   0.0623
  0.9504   0.9298   0.0119  -6.2175   0.0896
  0.6343   0.2153   0.1840 -87.4086   1.2282
  0.7478   0.7769  -0.0237  -7.9079   0.2473
  0.6040   0.3442   0.1128 -96.8476   0.6314
  0.4115   0.3349   0.1424 -48.9130   0.9979
  0.7299   0.6053   0.0653 -35.2272   0.4776
  1.0679   1.0647   0.0059   5.6874   0.1303
  0.8424   0.7572   0.0415 -22.3697   0.2450
  0.5843   0.3150   0.1187 -107.6165   0.6339
  0.6933   0.5574   0.0772 -39.4735   0.6446
  0.5419   0.3473   0.0950 -110.6242   0.4670
  0.8847   0.8324   0.0237 -14.0061   0.1894
  0.6313   0.4422   0.0831 -82.0111   0.4450
  1.0161   1.0158   0.0000   2.5957   0.1222
  1.0705   1.0683   0.0059   6.4378   0.0040
  0.7216   0.5344   0.0831 -58.5425   0.4513
  0.3057   0.2124   0.0831 -152.5437   0.6695
  0.5953   0.3798   0.1009 -88.7657   0.5114
  0.7587   0.7731  -0.0119 -14.3877   0.3259
  0.9722   0.9434   0.0178  -9.5761   0.1134
  0.9264   0.9394  -0.0059   2.7107   0.1090
  0.7138   0.5434   0.0772 -46.9902   0.5282
  0.6762   0.4378   0.1009 -77.2973   0.5901
  0.7531   0.6178   0.0594 -39.6326   0.3430
  0.9717   0.9653   0.0059  -2.8556   0.0597
  0.7043   0.5182   0.0772 -67.5933   0.3996
  0.7443   0.5551   0.0831 -51.9582   0.5090
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8728   0.8265   0.0237 -13.8263   0.2107
  0.7292   0.7471  -0.0119 -16.9844   0.3672
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7540   0.6070   0.0653 -45.9478   0.3307
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8287   0.8353  -0.0059 -11.3637   0.2648
  0.7012   0.6503   0.0297 -29.9497   0.5336
  0.7464   0.5828   0.0712 -53.8447   0.3504
  0.7847   0.6867   0.0475 -29.0493   0.4278
  0.7114   0.6323   0.0475 -27.9217   0.5253
  0.5651   0.3609   0.0950 -103.5796   0.4671
  0.7482   0.5827   0.0712 -49.1533   0.4021
  0.6249   0.5597   0.0475 -35.3974   0.6550
  0.7702   0.6231   0.0653 -39.0890   0.4127
  0.4769   0.2810   0.0950 -166.7184  -0.1457
  0.9906   0.9909   0.0000  -1.1875   0.0355
  0.4950   0.1481   0.5579 -176.1805  -0.5828
  0.6414   0.2305   0.1721 -128.7467   1.0521
  0.7827   0.6988   0.0415 -25.1168   0.3800
  0.6890   0.4924   0.0950 -55.2956   0.6339
  0.6013   0.2471   0.1603 -157.8016   0.6818
  0.8264   0.7888   0.0237 -16.5057   0.3240
  0.8467   0.7689   0.0356 -20.3242   0.2600
  0.7466   0.5693   0.0772 -48.8064   0.4752
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6306   0.2698   0.1662 -87.0350   1.0947
  0.6568   0.4642   0.0831 -80.1362   0.4175
  0.9681   0.9597   0.0059  -3.0306   0.0553
  0.4733   0.2731   0.0950 -160.9100   0.1712
  0.5853   0.3271   0.1424 -67.4246   0.9360
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8542   0.8626  -0.0059  -9.6668   0.2410
  0.6505   0.4147   0.1068 -69.9837   0.7167
  0.6723   0.4852   0.0772 -74.4600   0.4082
  0.9478   0.9535   0.0000  -3.5240   0.1252
  0.7581   0.7233   0.0178 -19.3177   0.4035
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7736   0.6246   0.0653 -39.7796   0.4064
  0.6310   0.2381   0.1721 -156.0853   0.8288
  0.7098   0.6890   0.0119 -23.9340   0.4577
  0.7068   0.5098   0.0831 -66.3906   0.4525
  0.8216   0.7189   0.0475 -26.8800   0.2903
  0.7836   0.7879   0.0000 -14.1197   0.3106
  0.8613   0.7823   0.0356 -20.7737   0.2155
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7330   0.5427   0.0831 -54.0468   0.4986
  0.7265   0.6318   0.0534 -32.2755   0.5613
  0.6362   0.4082   0.0950 -91.4347   0.5132
  0.9570   0.9406   0.0119  -4.8761   0.0724
  0.7327   0.5363   0.0831 -55.5741   0.5152
  0.7031   0.5125   0.0831 -66.1918   0.4298
  0.8157   0.7040   0.0534 -29.6336   0.3019
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7854   0.6515   0.0594 -36.6267   0.3475
  1.0377   1.0375   0.0000   5.7998   0.1064
  0.7866   0.6536   0.0594 -39.0812   0.3028
  0.8926   0.8844   0.0059  -7.7813   0.1827
  0.7573   0.5944   0.0712 -43.2342   0.4788
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8006   0.7853   0.0119 -15.0370   0.3223
  0.8161   0.7589   0.0297 -19.2472   0.3306
  0.3801   0.1488   0.7241 -140.9467   0.4146
  0.6736   0.0671   0.1959 -146.7477   1.5908
  0.5125   0.3277   0.0950 -115.5144   0.4837
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8119   0.7585   0.0297 -19.2045   0.3484
  0.8460   0.7464   0.0475 -25.9239   0.2669
  0.8002   0.7291   0.0356 -23.1928   0.3841
  0.6364   0.4435   0.0831 -83.8421   0.4249
  0.6510   0.6596  -0.0059 -25.0743   0.4658
  0.5669   0.5950  -0.0356 -21.7140   0.4194
  0.7171   0.5384   0.0772 -63.8838   0.3784
  0.7807   0.6587   0.0594 -33.1500   0.4226
  0.7880   0.6629   0.0594 -32.7290   0.3758
  0.9817   0.9858   0.0000   2.4480   0.1353
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8736   0.8146   0.0297 -15.5518   0.2033
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.5568   0.5877  -0.0415  -9.3336  -0.3437
  0.9982   0.9984   0.0000   0.1184   0.0328
  0.7180   0.5220   0.0831 -61.6545   0.4701
  0.6637   0.4771   0.0772 -75.4263   0.4140
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6809   0.4851   0.0890 -56.4723   0.5808
  0.9237   0.9332  -0.0059  -3.9879   0.1627
  0.3632   0.3832  -0.0475 -38.3490   0.7723
  0.8102   0.7495   0.0297 -20.1895   0.3437
  0.7853   0.8087  -0.0178  -8.5014   0.2713
  0.6413   0.5771   0.0415 -32.8897   0.6264
  0.6274   0.2642   0.1603 -99.5273   1.0518
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7986   0.6588   0.0594 -36.0112   0.3955
  0.7668   0.6559   0.0534 -31.4981   0.4361
  0.9912   0.9909   0.0000  -1.2401   0.0333
  0.8504   0.8370   0.0059 -11.4340   0.2534
  0.4606   0.2642   0.4748 -180.6821  -0.3439
  0.8474   0.7652   0.0415 -22.4120   0.2906
  0.8278   0.7678   0.0297 -18.3942   0.2881
  0.7561   0.6727   0.0475 -28.2250   0.4890
  0.6750   0.4967   0.0831 -60.4947   0.4395
  0.7183   0.6738   0.0297 -23.2423   0.4741
  0.9913   0.9899   0.0000  -1.2770   0.0303
  0.7804   0.6426   0.0594 -40.8205   0.3130
  0.5699   0.3793   0.0890 -98.8774   0.4587
  0.6829   0.5060   0.0890 -48.5877   0.6855
  0.6721   0.4933   0.0890 -50.3593   0.6591
  0.8105   0.6987   0.0475 -30.8360   0.2763
  0.6829   0.6444   0.0237 -26.7879   0.5202
  0.8003   0.7334   0.0356 -20.9811   0.3378
  0.9265   0.9077   0.0119  -6.8088   0.1253
  0.7612   0.6018   0.0653 -50.4707   0.3426
  0.8217   0.7233   0.0475 -26.8229   0.2549
  0.5854   0.3361   0.1128 -90.2787   0.6506
  0.4764   0.4530   0.0297 -45.0867   0.7700
  0.6461   0.4796   0.0890 -48.1421   0.6625
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7901   0.6507   0.0594 -37.0551   0.3701
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9920   0.9840   0.0059  -2.8042   0.0344
  0.6167   0.2826   0.1484 -110.0674   0.9103
  0.5172   0.2751   0.1721 -64.6931   1.1742
  0.6998   0.4945   0.0890 -63.5664   0.5170
  0.6243   0.3467   0.1187 -102.0127   0.6748
  0.5715   0.3120   0.1068 -125.5162   0.4808
  0.6688   0.4255   0.1009 -81.3156   0.5905
  0.5552   0.3608   0.0890 -107.2354   0.4664
  0.9192   0.9194   0.0000  -5.2054   0.1338
  0.7915   0.6507   0.0594 -40.6767   0.3213
  0.6510   0.3975   0.1128 -79.2894   0.7043
  0.7194   0.5393   0.0831 -49.4899   0.5561
  0.5868   0.4022   0.0890 -85.4139   0.4297
  0.9274   0.8937   0.0178  -9.0316   0.1074
  0.7222   0.1379   0.1959 -103.8182   1.4451
  0.5681   0.3892   0.0831 -87.8784   0.4703
  1.0361   1.0359   0.0000   5.1396   0.0866
  0.6713   0.1005   0.2018 -103.3318   1.5083
  0.7714   0.6736   0.0534 -29.5343   0.4492
  0.7128   0.7317  -0.0178 -15.6519   0.3503
  0.8641   0.8801  -0.0059  -5.6399   0.2126
  0.5901   0.1171   0.1899 -261.9977   1.6593
  0.5310   0.3543   0.0890 -96.5460   0.4984
  0.8330   0.7265   0.0475 -27.3462   0.3021
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9428   0.9297   0.0059  -5.6257   0.1142
  0.6660   0.6960  -0.0237  -3.0085  -0.9290
  0.6624   0.5093   0.0890 -43.5194   0.6888
  0.5060   0.3923   0.1128 -43.8092   0.9171
  0.7617   0.7619   0.0000 -18.6429   0.3692
  0.9897   0.9867   0.0059  -1.4196   0.0285
  0.7404   0.5770   0.0712 -54.6795   0.3493
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7145   0.5485   0.0712 -53.8373   0.3929
  0.7962   0.6657   0.0534 -38.1681   0.2894
  0.6461   0.4853   0.0950 -44.6637   0.7577
  0.6808   0.4544   0.0950 -75.2748   0.5460
  0.6160   0.3948   0.1009 -84.9972   0.5301
  0.8287   0.7501   0.0415 -22.2845   0.3082
  0.9954   0.9935   0.0059  -0.8390   0.0150
  0.5741   0.4376   0.1009 -47.7544   0.8745
  0.7393   0.5908   0.0712 -40.8265   0.5171
  0.3309   0.1950   0.6588 -151.1985   0.6183
  0.7803   0.6445   0.0594 -36.6672   0.3651
  0.5674   0.3129   0.1068 -122.7107   0.4941
  0.3152   0.3157  -0.1009 -18.9046   0.1755
  0.6634   0.2790   0.1662 -87.7615   1.1239
  0.8547   0.8745  -0.0119  -3.5924   0.2346
  0.6743   0.5122   0.0890 -44.5699   0.7281
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6277   0.3211   0.1365 -97.2032   0.8638
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9871   0.9871   0.0000  -0.9871   0.0286
  0.6487   0.2752   0.1662 -84.5364   1.1214
  0.7054   0.6204   0.0475 -31.2698   0.5713
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6295   0.6212   0.0059 -26.5816   0.5182
  0.5563   0.2783   0.1306 -108.8445   0.7151
  0.8624   0.8306   0.0178 -12.4098   0.2430
  0.4317   0.1035   0.7241 -145.7974  -1.1548
  0.7521   0.7105   0.0237 -20.4916   0.4216
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7115   0.5077   0.0890 -57.1154   0.5836
  0.7338   0.5454   0.0831 -51.2394   0.5489
  0.6684   0.6993  -0.0297 -11.4165   0.2374
  0.6242   0.3858   0.1068 -79.2804   0.6363
  0.6932   0.6293   0.0415 -28.8732   0.5521
  0.5947   0.4034   0.0890 -91.5839   0.4626
  0.8036   0.6729   0.0594 -34.6159   0.3447
  0.8889   0.8358   0.0237 -13.9521   0.1749
  0.7719   0.6509   0.0594 -33.3343   0.4350
  0.6542   0.4318   0.1128 -62.1456   0.7549
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7977   0.6547   0.0594 -41.7104   0.3138
  0.5919   0.3796   0.1009 -85.9208   0.5138
  0.5590   0.3337   0.1009 -109.3115   0.5058
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6461   0.6414   0.0059 -27.2800   0.5008
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9836   0.9630   0.0119  -5.9047   0.0549
  0.7225   0.5310   0.0831 -55.9155   0.4953
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8095   0.8325  -0.0119  -6.8907   0.2629
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6425   0.3995   0.1187 -67.5778   0.8090
  0.9551   0.9340   0.0119  -7.6926   0.1172
  0.5001   0.3031   0.1009 -114.5812   0.4716
  0.8636   0.8151   0.0237 -14.6483   0.2260
  0.9224   0.8916   0.0178  -8.6972   0.1262
  0.7279   0.6108   0.0594 -34.4435   0.5189
  0.6013   0.6320  -0.0356 -15.6393   0.2908
  0.4253   0.2664   0.1009 -123.5007   0.6728
  0.7225   0.5581   0.0712 -56.4996   0.3570
  0.7945   0.8021  -0.0059 -12.6648   0.2898
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8700   0.8026   0.0356 -17.9155   0.2299
  0.8549   0.7713   0.0356 -22.2906   0.2137
  0.7724   0.6743   0.0534 -30.1858   0.4759
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7159   0.5042   0.0890 -60.9994   0.5600
  0.8646   0.8689   0.0000  -8.2650   0.2051
  0.6201   0.6078   0.0059 -28.8173   0.5435
  0.8300   0.7980   0.0178 -14.5866   0.3009
  0.8018   0.6723   0.0594 -33.7002   0.3614
  0.7376   0.5906   0.0712 -39.7563   0.4626
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8755   0.8931  -0.0059  -1.9419   0.2013
  0.8001   0.7330   0.0356 -21.2664   0.3450
  0.6286   0.6591  -0.0356 -14.1066   0.2816
  0.8125   0.6926   0.0534 -33.5085   0.2818
  0.6651   0.4359   0.1068 -64.6335   0.7385
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8594   0.8041   0.0297 -15.8367   0.2321
  0.6396   0.4276   0.0950 -86.2505   0.4756
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8223   0.7101   0.0475 -30.4044   0.2773
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6842   0.5034   0.0772 -67.9663   0.3940
  0.8019   0.6749   0.0534 -36.0138   0.2946
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9569   0.9501   0.0059  -3.8043   0.0869
  0.6714   0.4707   0.1009 -54.8943   0.7237
  0.6886   0.5622   0.0712 -37.7876   0.6411
  0.7713   0.6191   0.0712 -40.2277   0.4661
  0.4380   0.2515   0.0950 -150.4285   0.4649
  0.6146   0.4281   0.0831 -83.4048   0.4238
  0.6796   0.4721   0.1068 -53.3972   0.7845
  0.8630   0.8712  -0.0059  -8.6807   0.2227
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6348   0.4509   0.0831 -70.3920   0.4393
  0.8295   0.7232   0.0475 -29.2747   0.2509
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7518   0.5951   0.0653 -48.3878   0.3589
  0.6305   0.3613   0.1128 -96.6515   0.6540
  0.6611   0.6922  -0.0297  -8.9654   0.1106
  0.8309   0.7635   0.0356 -19.5070   0.2855
  0.6329   0.3516   0.1187 -98.0019   0.7190
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6705   0.4127   0.1068 -80.6136   0.6834
  0.7061   0.5311   0.0890 -48.1051   0.6342
  0.6756   0.4898   0.0950 -52.3621   0.6540
  0.6832   0.6880  -0.0059 -22.4200   0.4339
  0.7404   0.5529   0.0831 -52.6650   0.4916
  0.7880   0.8148  -0.0178  -3.4370   0.1187
  0.5225   0.1009   0.2077 -72.7509   1.4652
  0.4765   0.1537   0.6291 -166.0243  -0.5895
  0.5822   0.3950   0.0890 -90.0407   0.4891
  0.8840   0.8985  -0.0059  -5.3935   0.2162
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7012   0.5103   0.0831 -66.5771   0.4304
  0.9847   0.9878   0.0000   1.8312   0.1639
  0.6418   0.4677   0.1009 -46.9939   0.8207
  0.5748   0.2995   0.1187 -118.6241   0.6039
  0.7186   0.5353   0.0772 -65.0250   0.3894
  0.6844   0.4581   0.0950 -71.1855   0.5713
  0.7666   0.6172   0.0653 -46.5222   0.3260
  0.3933   0.2459   0.0890 -139.1357   0.5124
  1.0453   1.0452   0.0000   6.1790   0.0256
  0.7229   0.5773   0.0772 -40.8707   0.5983
  0.6565   0.4746   0.0831 -67.7208   0.4262
  0.8895   0.8603   0.0178 -10.5057   0.1905
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6397   0.3784   0.1246 -76.5499   0.8048
  0.6502   0.4168   0.1128 -64.3059   0.7912
  0.6211   0.2704   0.1543 -111.9925   0.9572
  0.5647   0.3033   0.1662 -57.2219   1.1144
  0.8375   0.7647   0.0356 -21.4807   0.3056
  1.0465   1.0448   0.0000   4.9393   0.1267
  0.6910   0.5126   0.0950 -47.6964   0.7178
  0.6142   0.1701   0.1959 -73.2224   1.3538
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7678   0.6223   0.0653 -39.3867   0.4947
  0.7190   0.5527   0.0712 -57.7018   0.3604
  0.9122   0.9239  -0.0059  -3.3748   0.1733
  0.8317   0.7844   0.0237 -16.6482   0.2995
  0.8238   0.7107   0.0534 -29.2225   0.3182
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6382   0.4660   0.0772 -69.6082   0.3979
  0.7825   0.6510   0.0594 -35.7046   0.3524
  0.7809   0.6245   0.0653 -47.7553   0.3348
  0.6452   0.4039   0.1187 -65.2835   0.8249
  0.9352   0.9237   0.0059  -5.5179   0.1213
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6633   0.5061   0.0890 -43.8424   0.7312
  0.7686   0.6959   0.0415 -25.0909   0.4439
  0.7877   0.6659   0.0534 -34.1998   0.3066
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8776   0.8958  -0.0119  -1.3556   0.2227
  0.8007   0.6699   0.0594 -33.9105   0.3696
  0.7134   0.5298   0.0890 -49.8233   0.6420
  0.6144   0.3210   0.1306 -95.8574   0.8272
  0.6746   0.5035   0.0772 -59.9550   0.4088
  0.9467   0.9232   0.0119  -6.3968   0.0813
  0.6902   0.4655   0.0950 -67.5707   0.5930
  0.4842   0.2034   0.1959 -62.0453   1.2778
  0.5783   0.3730   0.0950 -103.6018   0.4635
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.5411   0.5446  -0.0059 -34.4323   0.6034
  0.7803   0.6243   0.0653 -42.8815   0.3904
  0.6055   0.5718   0.0237 -31.8854   0.6108
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6643   0.4801   0.1009 -49.7126   0.7445
  0.7990   0.7427   0.0297 -19.2205   0.3435
  0.6323   0.3812   0.1068 -91.8484   0.5925
  0.8139   0.7817   0.0178 -16.3740   0.3338
  0.9382   0.9484  -0.0059   0.0486   0.2414
  0.2987   0.2053   0.7063 -131.6481   0.6734
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.3092   0.2011   0.6647 -151.7041   0.6638
  0.7307   0.6135   0.0653 -34.9715   0.5567
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7121   0.5259   0.0831 -51.4547   0.5798
  0.6753   0.4512   0.1009 -65.8872   0.6484
  0.6558   0.1657   0.1959 -82.3466   1.3867
  0.7201   0.6273   0.0534 -29.6078   0.5084
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.4169   0.2704   0.0950 -111.6323   0.6326
  0.9700   0.9766   0.0000   3.2589   0.1567
  0.7937   0.6739   0.0534 -31.6176   0.3904
  0.6134   0.5778   0.0237 -32.2318   0.6064
  1.0177   1.0172   0.0000   0.9965   0.0543
  0.8975   0.9104  -0.0059  -4.7055   0.1980
  0.8046   0.7128   0.0475 -25.7163   0.3514
  0.7778   0.6645   0.0534 -29.9448   0.3707
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8644   0.8613   0.0000 -10.9553   0.2421
  0.7396   0.5928   0.0653 -44.5447   0.3603
  0.7043   0.5414   0.0831 -44.5958   0.6617
  0.6232   0.6104   0.0119 -29.0676   0.5426
  0.6401   0.3603   0.1365 -69.5640   0.9426
  0.8361   0.8578  -0.0119  -4.0912   0.2341
  0.7203   0.5298   0.0831 -52.4808   0.5606
  1.0262   1.0249   0.0000   3.3647   0.1709
  0.4244   0.2446   0.1899 -58.1900   1.1824
  0.7162   0.5351   0.0772 -57.1200   0.4381
  0.8583   0.8189   0.0237 -13.7768   0.2441
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6186   0.3701   0.1068 -92.7393   0.5894
  0.8170   0.8245  -0.0059 -10.9306   0.2600
  0.6431   0.5239   0.0712 -40.7282   0.7322
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6617   0.6745  -0.0119 -24.5240   0.4530
  0.5297   0.3419   0.0950 -106.3830   0.4550
  0.5078   0.3231   0.0950 -112.0944   0.4613
  0.9331   0.9240   0.0059  -5.1163   0.1197
  0.7123   0.5532   0.0712 -54.1638   0.3580
  0.3166   0.1900   0.7063 -130.4216   0.6978
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6721   0.6871  -0.0119 -21.1794   0.4204
  0.5992   0.2973   0.1365 -99.4793   0.8585
  0.9245   0.9369  -0.0059  -0.0163   0.2508
  0.7746   0.6211   0.0653 -40.1708   0.4519
  0.6618   0.4888   0.0772 -66.6809   0.3904
  0.6282   0.3647   0.1128 -94.1370   0.6435
  0.8972   0.9114  -0.0059  -2.7685   0.1913
  0.7218   0.0771   0.2018 -133.4045   1.5501
  0.7936   0.7895   0.0000 -14.6760   0.3154
  0.7613   0.5970   0.0712 -46.6019   0.4104
  0.7429   0.5732   0.0712 -51.1111   0.4084
  0.7711   0.6151   0.0653 -46.5616   0.3556
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7262   0.5646   0.0712 -54.6244   0.3539
  0.7018   0.5283   0.0772 -50.9181   0.4764
  0.6744   0.5716   0.0594 -34.6567   0.6367
  0.6385   0.4549   0.0831 -73.0659   0.4221
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0059   1.0063   0.0000   1.9054   0.1050
  0.7130   0.4959   0.0950 -63.4539   0.5670
  0.6720   0.4891   0.0772 -71.6003   0.3991
  0.6284   0.2590   0.1603 -108.4857   1.0297
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9993   0.9992   0.0000   0.2047   0.0368
  0.7085   0.5306   0.0772 -64.7772   0.3793
  0.7712   0.6454   0.0594 -34.8255   0.4580
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.3018   0.2000   0.6173 -156.7237   0.6823
  1.0022   1.0021   0.0000   0.4566   0.0403
  0.7036   0.4875   0.0890 -68.6663   0.5238
  0.6757   0.5849   0.0534 -32.9909   0.6176
  0.6827   0.4997   0.0772 -69.5854   0.3967
  0.9749   0.9660   0.0059  -3.2692   0.0541
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.7431   0.6398   0.0534 -30.6607   0.4604
  0.7535   0.6032   0.0653 -47.8140   0.3301
  1.0057   1.0061   0.0000   1.8587   0.1043
  0.7578   0.6775   0.0415 -26.9434   0.4709
  0.8627   0.8828  -0.0119  -1.7443   0.2244
  0.7727   0.6360   0.0594 -36.1434   0.3966
  0.6954   0.5215   0.0772 -63.0596   0.3820
  1.0622   1.0621   0.0000   7.3333  -0.2174
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8115   0.7056   0.0475 -28.6962   0.2793
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6487   0.4275   0.0950 -78.7630   0.5331
  0.8510   0.8013   0.0297 -16.3326   0.2643
  0.8134   0.8086   0.0059 -14.4968   0.3052
  0.8862   0.8525   0.0178 -11.6646   0.2007
  0.8150   0.8378  -0.0119  -5.3422   0.2326
  0.7930   0.6688   0.0534 -36.1367   0.2840
  0.9750   0.9786   0.0000  -0.7503   0.0639
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.6813   0.6716   0.0059 -25.1766   0.4709
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9193   0.9108   0.0059  -5.9226   0.1410
  0.9926   0.9884   0.0059  -1.5767   0.0230
  0.8037   0.6892   0.0534 -29.9038   0.3639
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.9548   0.9511   0.0059  -3.2174   0.0811
  0.8188   0.7251   0.0475 -24.7166   0.3149
  1.0000   1.0000   0.0000   0.0000   0.0017
  1.0000   1.0000   0.0000   0.0000   0.0017
  0.8240   0.7667   0.0297 -18.2488   0.2971
  1.0000   1.0000   0.0000   0.0000   0.0017
